tweet id,time of tweet,user id,text
1450606835229208579,2021-10-19 23:36:35,Sirdemby,"RT @YahooSportsNBA: The Lakers starting lineup tonight, per @ChrisBHaynes:

G: Russell Westbrook
G: Kent Bazemore
F: LeBron James
F: Anthon…"
1450606816778354689,2021-10-19 23:36:30,RockyXBalboa123,RT @YahooNews: A growing body of research suggests infection plus vaccination provides the strongest protection against a wide range of var…
1450606757533847557,2021-10-19 23:36:16,ebscbwi,RT @YahooNews: A growing body of research suggests infection plus vaccination provides the strongest protection against a wide range of var…
1450606560888115202,2021-10-19 23:35:29,Mdiba7,@Gkdon10 @betcoza @Ziggy_Diver1 @Carl_LewisZA @bettingkingz9 I hurts a lot when you lose by 1 goal.. Yhoo
1450606340351545348,2021-10-19 23:34:37,martybeetsphoto,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450606329056350208,2021-10-19 23:34:34,michael53021960,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450606110520627210,2021-10-19 23:33:42,YahooNews,"A growing body of research suggests infection plus vaccination provides the strongest protection against a wide range of variants, possibly for a long time. 
https://t.co/CaGRWUSe6h"
1450606109056770051,2021-10-19 23:33:42,RancourtBella,"RT @nywolforg: Monetizing the killing of wolves is counter to sound wildlife management + ethics. Yet Idaho officials are allocating $200,0…"
1450605846136774659,2021-10-19 23:32:39,Constitution_96,Yhoo!! https://t.co/ouuTQ4WXYv https://t.co/4Yr5Ou5VTA
1450605545593974787,2021-10-19 23:31:27,nelsonmaf,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450605527268954113,2021-10-19 23:31:23,DeadPplVotedJoe,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450605419416670214,2021-10-19 23:30:57,Max_Wescott,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450605130684895238,2021-10-19 23:29:48,donotBafraid,RT @YahooNews: There are 5 million fewer people working than before the pandemic began and 3 million fewer even looking for work. https://t…
1450605085143224321,2021-10-19 23:29:37,ChristineVSmith,RT @YahooNews: There are 5 million fewer people working than before the pandemic began and 3 million fewer even looking for work. https://t…
1450604535903232003,2021-10-19 23:27:26,mahiprc,RT @SFinancerz: 2021 has been a huge year for $BZWR and they’re not slowing down yet! Listen to the latest interview on SmallCapVoice for d…
1450604503519178757,2021-10-19 23:27:19,one_mmj,RT @YahooNews: There are 5 million fewer people working than before the pandemic began and 3 million fewer even looking for work. https://t…
1450604460737056770,2021-10-19 23:27:09,RobertF23004448,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450604374863007748,2021-10-19 23:26:48,ToddRoy48029477,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450604312992886800,2021-10-19 23:26:33,theactualcathal,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450604220353110021,2021-10-19 23:26:11,ealvial1,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450604217027203075,2021-10-19 23:26:10,PabloDoucet,"RT @YahooFinance: Netflix adds 4.4 million subscribers in Q3, topping estimates https://t.co/4Aq9Y9G5L9 by @emily_mcck https://t.co/LYeDzpI…"
1450604087599263745,2021-10-19 23:25:40,GIWilson,RT @YahooNews: There are 5 million fewer people working than before the pandemic began and 3 million fewer even looking for work. https://t…
1450603840458293248,2021-10-19 23:24:41,mercernany,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450603733549731844,2021-10-19 23:24:15,Cristia59744921,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450603233219682311,2021-10-19 23:22:16,JamelleBennett,"RT @YahooSportsNBA: The Lakers starting lineup tonight, per @ChrisBHaynes:

G: Russell Westbrook
G: Kent Bazemore
F: LeBron James
F: Anthon…"
1450603155385995265,2021-10-19 23:21:57,IsraelModern,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450603140118683649,2021-10-19 23:21:54,iotcybersec24,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450603085630427144,2021-10-19 23:21:41,mila_elisenda,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450602952629145601,2021-10-19 23:21:09,crumpet_warrior,RT @YahooNews: There are 5 million fewer people working than before the pandemic began and 3 million fewer even looking for work. https://t…
1450602922174201860,2021-10-19 23:21:02,ChristineVSmith,"RT @YahooNews: University of Kentucky police were called to the FarmHouse Fraternity at 6:22 p.m. ""regarding reports of an unresponsive stu…"
1450602513573584898,2021-10-19 23:19:24,pisgahblue,"RT @YahooNews: “I think there's a real desire on the part of the attorney general, for the most part, not to look backward."" https://t.co/A…"
1450602502076960768,2021-10-19 23:19:22,LaneLadyonthe,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450602120634327040,2021-10-19 23:17:51,DickDick203,RT @YahooNews: There are 5 million fewer people working than before the pandemic began and 3 million fewer even looking for work. https://t…
1450602120542138373,2021-10-19 23:17:51,USAStandfirm,RT @YahooNews: There are 5 million fewer people working than before the pandemic began and 3 million fewer even looking for work. https://t…
1450602005093888000,2021-10-19 23:17:23,olgaluroldan,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450601860998602760,2021-10-19 23:16:49,Amanda00079345,RT @YahooNews: There are 5 million fewer people working than before the pandemic began and 3 million fewer even looking for work. https://t…
1450601698880274432,2021-10-19 23:16:10,scorpihoe113,Yhoo this sounds like my dad💔😰 https://t.co/MvrCRprhS1
1450601496198909955,2021-10-19 23:15:22,AdamSmith4Life,RT @YahooNews: There are 5 million fewer people working than before the pandemic began and 3 million fewer even looking for work. https://t…
1450601384844267520,2021-10-19 23:14:55,ScepticalAussie,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450601220633137152,2021-10-19 23:14:16,StellaMoris1,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450601151196434439,2021-10-19 23:13:59,didgeridooplay1,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450601142551994369,2021-10-19 23:13:57,tintswalomegacy,@Tshisinadzina_ Same cos yhoo😫
1450600987303940096,2021-10-19 23:13:20,FrancisJeffrey7,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450600844966051842,2021-10-19 23:12:46,elsagly411,RT @YahooNews: There are 5 million fewer people working than before the pandemic began and 3 million fewer even looking for work. https://t…
1450600823545806853,2021-10-19 23:12:41,tt85207533,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450600813756309507,2021-10-19 23:12:39,Candidate514,RT @YahooNews: There are 5 million fewer people working than before the pandemic began and 3 million fewer even looking for work. https://t…
1450600742268678150,2021-10-19 23:12:22,CmeadowsWVU,RT @YahooNews: There are 5 million fewer people working than before the pandemic began and 3 million fewer even looking for work. https://t…
1450600594545197057,2021-10-19 23:11:47,YahooNews,"“I think there's a real desire on the part of the attorney general, for the most part, not to look backward."" https://t.co/AQJ3XN4krG"
1450600368740651008,2021-10-19 23:10:53,colinatterson,"RT @YahooNews: Joey Holz, whose experiment went viral, told Insider he specifically applied to businesses that were publicly complaining of…"
1450600303653437444,2021-10-19 23:10:37,Tshepi_Mshengu,"Yhoo, I just want to sleep nna haii."
1450600194811342850,2021-10-19 23:10:11,JerrysGirlAsP,RT @YahooNews: There are 5 million fewer people working than before the pandemic began and 3 million fewer even looking for work. https://t…
1450600192495996928,2021-10-19 23:10:11,billm9,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450600012426121219,2021-10-19 23:09:28,c13409799,RT @YahooNews: There are 5 million fewer people working than before the pandemic began and 3 million fewer even looking for work. https://t…
1450599963017232388,2021-10-19 23:09:16,RWS_93,RT @YahooNews: There are 5 million fewer people working than before the pandemic began and 3 million fewer even looking for work. https://t…
1450599862563659776,2021-10-19 23:08:52,DaveWhitman12,RT @SFinancerz: 2021 has been a huge year for $BZWR and they’re not slowing down yet! Listen to the latest interview on SmallCapVoice for d…
1450599665301278723,2021-10-19 23:08:05,TonyFrancis70,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450599608040689666,2021-10-19 23:07:52,MikeLowery2424,"RT @YahooSportsNBA: The Lakers starting lineup tonight, per @ChrisBHaynes:

G: Russell Westbrook
G: Kent Bazemore
F: LeBron James
F: Anthon…"
1450599543884615680,2021-10-19 23:07:36,JedediahBila,RT @YahooNews: There are 5 million fewer people working than before the pandemic began and 3 million fewer even looking for work. https://t…
1450599454130806790,2021-10-19 23:07:15,ToddSmekens,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450599323176161289,2021-10-19 23:06:44,gnostiquette,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450599157589176320,2021-10-19 23:06:04,ncostello65,RT @YahooNews: There are 5 million fewer people working than before the pandemic began and 3 million fewer even looking for work. https://t…
1450598999707115526,2021-10-19 23:05:27,SAIF17117,RT @SUKUecosystem: We partnered with one of the world's leading family-owned fine #wine companies🍷 brings-to-life the JCB Collection by @JC…
1450598911542906882,2021-10-19 23:05:05,SAIF17117,RT @SUKUecosystem: We announced our Fall plans with @plfdreams to deploy SUKU Omni's Transparency Solution to showcase the sustainable &amp; et…
1450598837878333447,2021-10-19 23:04:48,MapotherSeal,RT @YahooNews: There are 5 million fewer people working than before the pandemic began and 3 million fewer even looking for work. https://t…
1450598810929885184,2021-10-19 23:04:42,harrysuke,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450598760204042242,2021-10-19 23:04:29,OneFineJay,RT @YahooNews: There are 5 million fewer people working than before the pandemic began and 3 million fewer even looking for work. https://t…
1450598692524802049,2021-10-19 23:04:13,Larry_The_Giant,RT @YahooNews: There are 5 million fewer people working than before the pandemic began and 3 million fewer even looking for work. https://t…
1450598532788850689,2021-10-19 23:03:35,ninetyniners,RT @YahooNews: There are 5 million fewer people working than before the pandemic began and 3 million fewer even looking for work. https://t…
1450598462978920452,2021-10-19 23:03:19,angelwolf71885,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450598449242644482,2021-10-19 23:03:15,wrioter,RT @YahooNews: There are 5 million fewer people working than before the pandemic began and 3 million fewer even looking for work. https://t…
1450598300273446918,2021-10-19 23:02:40,EGluderer,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450598203745726468,2021-10-19 23:02:17,Diegoahumado,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450598029065658374,2021-10-19 23:01:35,mediapython,RT @YahooNews: There are 5 million fewer people working than before the pandemic began and 3 million fewer even looking for work. https://t…
1450598007989096449,2021-10-19 23:01:30,kazamasemi,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450597993841889280,2021-10-19 23:01:27,LibertyGirlNoVa,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450597889865027598,2021-10-19 23:01:02,saoirse161616,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450597768704270349,2021-10-19 23:00:33,ChrisDa84505756,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450597751755005954,2021-10-19 23:00:29,BCinKW,RT @YahooNews: There are 5 million fewer people working than before the pandemic began and 3 million fewer even looking for work. https://t…
1450597677528489990,2021-10-19 23:00:11,Goitse_Kele,Wena le Xolani le tletse metlaye yhoo 😫😫 https://t.co/YbLKJr9xq1
1450597640861851648,2021-10-19 23:00:03,JenGovantes,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450597621328920585,2021-10-19 22:59:58,Constitution_96,@nqobile_mahungu Yhoo wena! https://t.co/rl6SjjjN22
1450597537245798404,2021-10-19 22:59:38,KendallHarmon6,RT @YahooNews: There are 5 million fewer people working than before the pandemic began and 3 million fewer even looking for work. https://t…
1450597467691626505,2021-10-19 22:59:21,BillHog15360397,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450597418895126532,2021-10-19 22:59:10,jaydm38,RT @SFinancerz: 2021 has been a huge year for $BZWR and they’re not slowing down yet! Listen to the latest interview on SmallCapVoice for d…
1450597379233787904,2021-10-19 22:59:00,Rocamadur1,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450597278780166147,2021-10-19 22:58:36,Yahoo,"RT @YahooNews: University of Kentucky police were called to the FarmHouse Fraternity at 6:22 p.m. ""regarding reports of an unresponsive stu…"
1450597002887184384,2021-10-19 22:57:30,DlalaChampion,@adovovBerryRoux This is creepy on a baby yhoo we still have a long way to go shem https://t.co/Q8PuDm9tFf
1450596948575145984,2021-10-19 22:57:17,VictorG14tdc,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450596909614313475,2021-10-19 22:57:08,Portia_Tears,@thehealer_0 But?! Yhoo nvm should I just forget🤕🤦🏾‍♀️
1450596846863360005,2021-10-19 22:56:53,FreeWikiPress,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450596824411160577,2021-10-19 22:56:48,Kabelo95685878,@Ngwenya_PJ @aron_hyman @TimesLIVE Yhoo I just hope u will get sober soon. The doom that the EFF used on u seems very strong. We have our own criminals in SA and there are a lot of illegal immigrants criminals as well. The EFF is going to introduce borderless SA and how many illegal immigrants criminals will come?
1450596793117462529,2021-10-19 22:56:40,GNabi_Eurocabs,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450596672531312644,2021-10-19 22:56:12,darkhai12353,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450596658815934470,2021-10-19 22:56:08,Suvikunnas,RT @hoffman_bruce: “The Afghan Taliban’s stunning success in defeating the American superpower has emboldened the Pakistani Taliban...They…
1450596600934371331,2021-10-19 22:55:55,PhilDeCarolis,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450596495871254534,2021-10-19 22:55:30,MichelleKoon1,RT @YahooNews: BREAKING: Republican Rep. Jeff Fortenberry indicted on charges of lying to the FBI https://t.co/4V0HwpUaxR
1450596494449459200,2021-10-19 22:55:29,nylerobin,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450596470332272643,2021-10-19 22:55:23,ChristineJameis,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450596468050563079,2021-10-19 22:55:23,gual_fiyori,RT @GebremeskelGeb: Millions of #Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediate…
1450596290497327107,2021-10-19 22:54:41,moveova,"RT @YahooNews: Joey Holz, whose experiment went viral, told Insider he specifically applied to businesses that were publicly complaining of…"
1450596182317846531,2021-10-19 22:54:15,american122,"RT @smallcapvoice: ""[We're] doing some really amazing stuff. New products coming out... to give even more data, more personalization to our…"
1450596131063451649,2021-10-19 22:54:03,YahooNews,There are 5 million fewer people working than before the pandemic began and 3 million fewer even looking for work. https://t.co/fAnhtnNuLk
1450596124184780803,2021-10-19 22:54:01,iceroda1,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450595943510777857,2021-10-19 22:53:18,elisha1022,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450595935583678466,2021-10-19 22:53:16,DEAcampaign,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450595921427894273,2021-10-19 22:53:13,carbonwhitey,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450595894710050817,2021-10-19 22:53:06,Shantp21,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450595744776343559,2021-10-19 22:52:30,WikiLeaksShop,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450595693614206977,2021-10-19 22:52:18,wikileaks,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450595646495416329,2021-10-19 22:52:07,LauraHennesse11,RT @YahooNews: Manatees have starved to death by the hundreds along Florida’s east coast because algae blooms and contaminants are killing…
1450594807617818628,2021-10-19 22:48:47,Saberous,RT @YahooNews: BREAKING: Republican Rep. Jeff Fortenberry indicted on charges of lying to the FBI https://t.co/4V0HwpUaxR
1450594670023696385,2021-10-19 22:48:14,Brandylorrie,"@Thato_Pru @Qiniso07 come see this thread, ngifile yhoo😂😂😂😂"
1450594562435698689,2021-10-19 22:47:49,MikeZeigle,"RT @YahooNews: Joey Holz, whose experiment went viral, told Insider he specifically applied to businesses that were publicly complaining of…"
1450594065192407045,2021-10-19 22:45:50,daltondeldon,"RT @YahooFantasy: Are you building your Week 7 DFS lineups around Derrick Henry?

Week 7 Daily Fantasy Primer from @daltondeldon ➡️ https:/…"
1450593973026779139,2021-10-19 22:45:28,YahooFantasy,"Are you building your Week 7 DFS lineups around Derrick Henry?

Week 7 Daily Fantasy Primer from @daltondeldon ➡️ https://t.co/fkcz4gghEP https://t.co/OVKdUnVVOO"
1450593751894724608,2021-10-19 22:44:35,mypostdemise,"RT @YahooNews: Joey Holz, whose experiment went viral, told Insider he specifically applied to businesses that were publicly complaining of…"
1450593680130297861,2021-10-19 22:44:18,Frau_Bluchr,RT @YahooNews: Manatees have starved to death by the hundreds along Florida’s east coast because algae blooms and contaminants are killing…
1450593373828620293,2021-10-19 22:43:05,FightFakeNews4,"RT @YahooNews: Joey Holz, whose experiment went viral, told Insider he specifically applied to businesses that were publicly complaining of…"
1450593176457302019,2021-10-19 22:42:18,EAE_Africa,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450592907124166660,2021-10-19 22:41:14,AttitudeBad46,"RT @YahooNews: Joey Holz, whose experiment went viral, told Insider he specifically applied to businesses that were publicly complaining of…"
1450592855328575488,2021-10-19 22:41:02,Mebrahtu216,Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediately to end the blockade and recognize the #TigrayGenocide. #EUActNow @luigidimaio @JosepBorrellF @Mariearenaps @EUSR_Weber @FMCastaldo https://t.co/eOGDgdVPES
1450592628521771009,2021-10-19 22:40:08,MikeInKansas,"RT @YahooNews: Joey Holz, whose experiment went viral, told Insider he specifically applied to businesses that were publicly complaining of…"
1450592489937715210,2021-10-19 22:39:34,tintswalomegacy,"When she spoke about the children, I thought common sense would kick in, kgante nex.. yhoo jesus, we’re in hell #Ayikhale"
1450592468446203909,2021-10-19 22:39:29,amont1224,"RT @YahooNews: Joey Holz, whose experiment went viral, told Insider he specifically applied to businesses that were publicly complaining of…"
1450592189155848192,2021-10-19 22:38:23,Plucille54,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450591634383585281,2021-10-19 22:36:10,YahooEnt,‘The Bachelorette’ Michelle Young on balancing reality tv fame with life as an elementary school teacher  https://t.co/vPEgHKZjpG https://t.co/DnrzUyR7Do
1450591631082676224,2021-10-19 22:36:10,YahooNews,"Joey Holz, whose experiment went viral, told Insider he specifically applied to businesses that were publicly complaining of a worker shortage. https://t.co/dgmAdnNcF1"
1450591477759987720,2021-10-19 22:35:33,ScottSt1963,"RT @YahooFantasy: Are the fantasy expectations too high for Russell Westbrook on the Lakers?

Bold Fantasy Basketball Predictions from @Ale…"
1450591355953090560,2021-10-19 22:35:04,voloda37814097,RT @StockRunner01: $BZWR has been helping small businesses grow and investors are taking notice. Rhett Doolittle is featured in a new inter…
1450591331395440655,2021-10-19 22:34:58,JuliaR___,RT @yahoolife: Katy Perry stuns in orange latex outfit for Season 20 of 'American Idol': ‘Mama ain’t here to play’ https://t.co/iuMBfPzj7X…
1450591184401879041,2021-10-19 22:34:23,NoMoreGames100,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450590616946155521,2021-10-19 22:32:08,_bonnie_tta,Yhoo amadoda! https://t.co/VATVOMAKpu
1450590080867966978,2021-10-19 22:30:00,1DennisClark,What go you give out instead of Halloween candy? https://t.co/ZY80VuIecl
1450590059565047814,2021-10-19 22:29:55,ScottSt1963,"RT @YahooFantasy: Looking to make some room on your roster?

@themondaymommy goes over drop candidates ➡️ https://t.co/CGDxVfAfSk https://t…"
1450589726088572928,2021-10-19 22:28:36,kat46655,RT @YahooNews: The FBI took Christian Manley into custody Friday in Anchorage. https://t.co/Z24upM6w3C
1450589622657064961,2021-10-19 22:28:11,THanson70279186,RT @TheChosen1e: 2021 has been a huge year for $BZWR and they’re not slowing down yet! Listen to the latest interview on SmallCapVoice for…
1450589258683662343,2021-10-19 22:26:44,Tshepi_Mshengu,"Yhoo, been trying to fall asleep for hours but haii"
1450588337534873612,2021-10-19 22:23:04,BellaMagnani,RT @YahooNews: The House Intelligence Committee is seeking info about a Yahoo News report that CIA officials plotted to kidnap Julian Assan…
1450588159381811203,2021-10-19 22:22:22,Yahoo,RT @YahooNews: A Spanish drone operator on Tuesday received permission to try to rescue three emaciated dogs trapped near a volcano in the…
1450588115303870466,2021-10-19 22:22:11,Omunese_,"RT @YahooSportsNBA: The Lakers starting lineup tonight, per @ChrisBHaynes:

G: Russell Westbrook
G: Kent Bazemore
F: LeBron James
F: Anthon…"
1450588059196694531,2021-10-19 22:21:58,setumadi,"Guys, Cedric’s daughter. yhoo 😭😭🥺🥺"
1450587920029659144,2021-10-19 22:21:25,pisgahblue,RT @YahooNews: The FBI took Christian Manley into custody Friday in Anchorage. https://t.co/Z24upM6w3C
1450587392692338688,2021-10-19 22:19:19,airjan23,"RT @YahooFantasy: Who were the big winners and losers after the first week of the NHL season? 

@airjan23 from @RotoWire writes ➡️ https://…"
1450587307002707969,2021-10-19 22:18:59,lbpyyz,RT @YahooNews: The FBI took Christian Manley into custody Friday in Anchorage. https://t.co/Z24upM6w3C
1450587227776507905,2021-10-19 22:18:40,Goitse_Kele,@LuvaKomani Yhoo they have too much stress
1450587180842328065,2021-10-19 22:18:29,NtsikeleloCanga,@__s0ulless Yhoo😲
1450586977619828736,2021-10-19 22:17:40,YahooNews,The FBI took Christian Manley into custody Friday in Anchorage. https://t.co/Z24upM6w3C
1450586577210650627,2021-10-19 22:16:05,OpeningDayNFL,Browns workout 4 special teams players on Tuesday https://t.co/i28UqRhmuB
1450586556226420737,2021-10-19 22:16:00,AgeWave,The September job report points toward a shrinking labor force driven by women and #retirement-age workers https://t.co/E4tRzZzKH9
1450586458251829249,2021-10-19 22:15:36,wjameswolf,Standards and Curriculum Aren’t the Same https://t.co/4aEreiLUgT
1450585807912325127,2021-10-19 22:13:01,YahooEnt,Netflix to reveal more viewership data as streamer changes its internal metrics https://t.co/KzzToL0m1J https://t.co/7IawZuJKyB
1450585777029763076,2021-10-19 22:12:54,8TeamChampion,"RT @YahooSportsNBA: The Lakers starting lineup tonight, per @ChrisBHaynes:

G: Russell Westbrook
G: Kent Bazemore
F: LeBron James
F: Anthon…"
